Types	Questions	Answers	PlayerName	SportCategory	Context	Popularity	Unnamed: 0
34	Which city did Yohan Blake win his/her most recent medal ?	Gold Coast, Ostrava	Yohan Blake	Sprint	"Yohan Blake

Personal Information
Birth Date
1989-12-26	

Birth Place
St	

Height

Weight
0 kg	

Coach
	

Country Representing: JAM
Olympic Games
4x100 m relay	MedalGold | 2012 | London, MedalGold | 2016 | Rio de Janeiro
100 m	MedalSilver | 2012 | London
200 m	MedalSilver | 2012 | London

World Championships
100 m	MedalGold | 2011 | Daegu
4x100 m relay	MedalGold | 2011 | Daegu

Commonwealth Games
100 m	MedalBronze | 2018 | Gold Coast
4x100 m relay	MedalBronze | 2018 | Gold Coast

World Relays
4x100 m	MedalGold | 2014 | Bahamas
4x200 m	MedalGold | 2014 | Bahamas, MedalBronze | 2017 | Bahamas

World Junior Championships
4x100 m relay	MedalGold | 2006 | Beijing, MedalSilver | 2008 | Bydgoszcz
100 m	MedalBronze | 2006 | Beijing

Pan American Junior Championships
100 m	MedalSilver | 2007 | São Paulo
4x400 m relay	MedalBronze | 2007 | São Paulo

CAC Junior Championships
100 m	MedalGold | 2006 | Port of Spain
200 m	MedalGold | 2006 | Port of Spain
4x100 m relay	MedalGold | 2006 | Port of Spain

CARIFTA Games
200 m	MedalGold | 2006 | Les Abymes, MedalGold | 2005 | Bacolet
4x100 m relay	MedalGold | 2006 | Les Abymes, MedalGold | 2007 | Providenciales
100 m	MedalGold | 2007 | Providenciales, MedalGold | 2008 | Basseterre, MedalGold | 2005 | Bacolet

Continental Cup
4x100 m	MedalGold | 2018 | Ostrava

"	Neutral	
74	How many times did Pornpawee Chochuwong win an International medal in the Asian Junior Championships before  2022  ?	2	Pornpawee Chochuwong	Badminton	"Pornpawee Chochuwong

Personal Information
Birth Date
1998-01-22	

Birth Place
Rayong	

Height
1.70 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking
4 October 2022	

Country Representing: THA
Sudirman Cup
Mixed team 	MedalBronze | 2017 | Gold Coast, MedalBronze | 2019 | Nanning

Uber Cup
Women's team 	MedalSilver | 2018 | Bangkok, MedalBronze | 2020 | Aarhus, MedalBronze | 2022 | Bangkok

Asian Games
Women's team	MedalBronze | 2018 | Jakarta, MedalBronze | 2022 | Hangzhou

Asia Mixed Team Championships
Mixed team 	MedalBronze | 2017 | Ho Chi Minh

Asia Team Championships
Women's team 	MedalBronze | 2016 | Hyderabad, MedalBronze | 2020 | Manila

SEA Games
Women's team	MedalGold | 2017 | Kuala Lumpur, MedalGold | 2019 | Philippines, MedalGold | 2021 | Vietnam
Women's singles	MedalGold | 2021 | Vietnam, MedalBronze | 2017 | Kuala Lumpur, MedalBronze | 2019 | Philippines

World Junior Championships
Girls' singles	MedalSilver | 2016 | Bilbao
Mixed team	MedalBronze | 2014 | Alor Setar, MedalBronze | 2016 | Bilbao

Asian Junior Championships
Girls' singles	MedalSilver | 2015 | Bangkok
Mixed team 	MedalBronze | 2016 | Bangkok

"	Neutral	
44	Which was the most successful year for Koki Niwa in terms of highest Gold Medal wins?	2010	Koki Niwa	TableTennis	"Koki Niwa

Personal Information
Birth Date
1994-10-10	

Birth Place
Tomakomai, Hokkaido	

Height
1.62 m	

Weight
51& kg	

Country Representing: JPN
Olympic Games
Team	MedalSilver | 2016 | Rio de Janeiro, MedalBronze | 2020 | Tokyo

World Championships
Team	MedalSilver | 2016 | Kuala Lumpur, MedalBronze | 2012 | Dortmund, MedalBronze | 2014 | Tokyo
Doubles	MedalBronze | 2015 | Suzhou, MedalBronze | 2017 | Düsseldorf

World Cup
Team	MedalSilver | 2018 | London

Youth Olympic Games
Singles	MedalGold | 2010 | Singapore
Mixed Team	MedalGold | 2010 | Singapore

Asian Youth Games
Singles	MedalBronze | 2009 | Singapore

Asian Games
Doubles	MedalBronze | 2010 | Guangzhou, MedalBronze | 2014 | Incheon
Team	MedalBronze | 2010 | Guangzhou, MedalBronze | 2014 | Incheon

Asian Championships
Team	MedalSilver | 2009 | Lucknow, MedalSilver | 2012 | Macau, MedalSilver | 2013 | Busan
Mixed Doubles	MedalSilver | 2013 | Busan
Doubles	MedalBronze | 2009 | Lucknow, MedalBronze | 2013 | Busan, MedalBronze | 2017 | Wuxi
Singles	MedalBronze | 2017 | Wuxi

"	Neutral	
43	In Which city has Emmanuel Lebesson won the most international medals ?	Budapest, Munich, Warsaw, Yekaterinburg, Luxembourg City, Nantes	Emmanuel Lebesson	TableTennis	"Emmanuel Lebesson

Personal Information
Birth Date
1988-4-24	

Birth Place
Niort	

Height
180 cm	

Country Representing: FRA
European Championships
Singles	MedalGold | 2016 | Budapest
Mixed doubles	MedalGold | 2022 | Munich, MedalBronze | 2020 | Warsaw
Team	MedalBronze | 2015 | Yekaterinburg, MedalBronze | 2017 | Luxembourg City, MedalBronze | 2019 | Nantes

"	Neutral	
22	Which tournament(s) has Henri Chammartin won the most Medals in ?	Olympic Games 1964, European Championships 1963, European Championships 1965	Henri Chammartin	Dressage	"Henri Chammartin

Personal Information
Birth Date

Birth Place

Height

Weight
71 kg	

Country Representing: SUI
Olympic Games
Individual dressage	MedalGold | 1964 | Tokyo
Team dressage	MedalSilver | 1952 | Helsinki, MedalSilver | 1964 | Tokyo, MedalBronze | 1956 | Stockholm, MedalBronze | 1968 | Mexico City

World Championships
Team dressage	MedalSilver | 1966 | Bern

European Championships
Individual dressage	MedalGold | 1963 | Copenhagen, MedalGold | 1965 | Copenhagen, MedalBronze | 1963 | Copenhagen
Team dressage	MedalSilver | 1965 | Copenhagen, MedalBronze | 1967 | Aachen

"	Neutral	
1016	What is the shortest time span (in years) within which Ysaora Thibus won gold, silver, and bronze medals in the same format across any tournament?	5	Ysaora Thibus		"Ysaora Thibus

Personal Information
Birth Date
1991-8-22	

Birth Place
Les Abymes	

Height
1.74 m	

Weight
56  kg	

Coach
	

Country Representing: FRA
Olympic Games
Team	MedalSilver | 2020 | Tokyo

World Championships
Individual	MedalGold | 2022 | Cairo, MedalSilver | 2018 | Wuxi, MedalBronze | 2017 | Leipzig
Team	MedalSilver | 2013 | Budapest, MedalSilver | 2023 | Milan, MedalBronze | 2014 | Kazan, MedalBronze | 2015 | Moscow, MedalBronze | 2016 | Rio de Janeiro, MedalBronze | 2018 | Wuxi, MedalBronze | 2022 | Cairo

European Games
Team	MedalSilver | 2023 | Kraków

European Championships
Team	MedalSilver | 2012 | Legnano, MedalSilver | 2013 | Zagreb, MedalSilver | 2019 | Düsseldorf, MedalSilver | 2022 | Antalya, MedalSilver | 2023 | Kraków, MedalBronze | 2014 | Strasbourg, MedalBronze | 2015 | Montreux, MedalBronze | 2016 | Torún, MedalBronze | 2018 | Novi Sad
Individual	MedalBronze | 2013 | Zagreb, MedalBronze | 2017 | Tbilisi, MedalBronze | 2019 | Düsseldorf, MedalBronze | 2022 | Antalya

Universiade
Team	MedalBronze | 2011 | Shenzhen

"		6392.0
21	Which tournament(s) has Wang Jianjiahe won the most Bronze Medals in ?	World Championships 1500	Wang Jianjiahe	Swimming	"Wang Jianjiahe

Personal Information
Birth Date
2002-7-17	

Birth Place
Anshan, Liaoning	

Height
1.82 m	

Weight
66  kg	

Country Representing: CHN
World Championships
1500 m freestyle	MedalBronze | 1500 | m freestyle

World Championships (SC)
800 m freestyle	MedalGold | 2018 | Hangzhou
4x200 m freestyle	MedalGold | 2018 | Hangzhou
400 m freestyle	MedalSilver | 2018 | Hangzhou

Asian Games
400 m freestyle	MedalGold | 2018 | Jakarta
800 m freestyle	MedalGold | 2018 | Jakarta
1500 m freestyle	MedalGold | 1500 | m freestyle
4x200 m freestyle	MedalGold | 2018 | Jakarta

"	Neutral	
36	At what age did Rossella Fiamingo win his/her most recent World Championships Silver Medals ?	32	Rossella Fiamingo	Fencing	"Rossella Fiamingo

Personal Information
Birth Date
1991-7-14	

Birth Place
Catania	

Height
1.68 m	

Weight
56  kg	

Coach
Sandro Cuomo	
Gianni Sperlinga	

Country Representing: ITA
Olympic Games
Individual	MedalSilver | 2016 | Rio de Janeiro
Team	MedalBronze | 2020 | Tokyo

World Championships
Individual	MedalGold | 2014 | Kazan, MedalGold | 2015 | Moscow, MedalBronze | 2022 | Cairo
Team	MedalSilver | 2022 | Cairo, MedalSilver | 2023 | Milan, MedalBronze | 2011 | Catania, MedalBronze | 2014 | Kazan, MedalBronze | 2019 | Budapest

European Games
Team	MedalBronze | 2023 | Kraków

European Championships
Team	MedalGold | 2024 | Basel, MedalSilver | 2022 | Antalya, MedalBronze | 2014 | Strasbourg, MedalBronze | 2015 | Montreux, MedalBronze | 2019 | Düsseldorf, MedalBronze | 2023 | Kraków
Individual	MedalSilver | 2015 | Montreux, MedalSilver | 2022 | Antalya

"	Neutral	
74	How many times did Enzo Lefort win an International medal in the European Games before  2022  ?	0	Enzo Lefort	Fencing	"Enzo Lefort

Personal Information
Birth Date
1991-9-29	

Birth Place
Cayenne	

Height
1.90 m	

Weight
75  kg	

Country Representing: FRA
Olympic Games
Team	MedalGold | 2020 | Tokyo, MedalSilver | 2016 | Rio de Janeiro

World Championships
Team	MedalGold | 2014 | Kazan, MedalSilver | 2019 | Budapest, MedalBronze | 2013 | Budapest, MedalBronze | 2017 | Leipzig, MedalBronze | 2022 | Cairo
Individual	MedalGold | 2019 | Budapest, MedalGold | 2022 | Cairo, MedalBronze | 2014 | Kazan, MedalBronze | 2023 | Milan

European Games
Team	MedalSilver | 2023 | Kraków

European Championships
Team	MedalGold | 2014 | Strasbourg, MedalGold | 2015 | Montreux, MedalGold | 2017 | Tbilisi, MedalGold | 2019 | Düsseldorf, MedalGold | 2024 | Basel, MedalSilver | 2012 | Legnano, MedalSilver | 2023 | Kraków
Individual	MedalSilver | 2023 | Plovdiv, MedalBronze | 2019 | Düsseldorf

"	Neutral	
69	Does Pernille Blume have more Silver Medals than Bronze Medals in World Championships (LC) ?	Yes	Pernille Blume	Swimming	"Pernille Blume

Personal Information
Birth Date
1994-5-14	

Birth Place
Herlev	

Height
1.70 m	

Weight
58  kg	

Coach
Shannon Rollason 	

Country Representing: DEN
Olympic Games
50 m freestyle	MedalGold | 2016 | SOG, MedalBronze | 2020 | SOG
4x100 m medley	MedalBronze | 2016 | SOG

World Championships (LC)
100 m freestyle	MedalBronze | 2017 | Budapest

World Championships (SC)
4x100 m medley	MedalGold | 2012 | Istanbul, MedalGold | 2014 | Doha
4x50 m medley	MedalGold | 2014 | Doha
4x100 m freestyle	MedalBronze | 2012 | Istanbul
4x50 m freestyle	MedalBronze | 2014 | Doha

European Championships (LC)
4x100 m medley	MedalGold | 2014 | Berlin, MedalSilver | 2018 | Glasgow
50 m freestyle	MedalSilver | 2018 | Glasgow, MedalSilver | 2020 | Budapest
4x100 m freestyle	MedalBronze | 2018 | Glasgow

European Championships (SC)
4x50 m medley	MedalGold | 2011 | Szczecin, MedalGold | 2012 | Chartres, MedalGold | 2013 | Herning, MedalSilver | 2017 | Copenhagen
4x50 m freestyle	MedalGold | 2012 | Chartres, MedalGold | 2013 | Herning, MedalSilver | 2011 | Szcczecin, MedalBronze | 2017 | Copenhagen, MedalBronze | 2019 | Glasgow
50 m freestyle	MedalBronze | 2017 | Copenhagen, MedalBronze | 2019 | Glasgow
100 m freestyle	MedalBronze | 2017 | Copenhagen
4x50 m mixed medley	MedalBronze | 2019 | Glasgow

"	Neutral	
69	Does Gayatri Gopichand have more Bronze Medals than Gold Medals in Asia Team Championships ?	No	Gayatri Gopichand	Badminton	"Gayatri Gopichand

Personal Information
Birth Date
2003-03-04	

Birth Place

Height
1.62 m	

Weight
56  kg	

Years Active

Handedness
Right	

Coach
 	

Country Representing: IND
Asia Mixed Team Championships
Mixed team 	MedalBronze | 2023 | Dubai

Asia Team Championships
Women's team 	MedalGold | 2024 | Selangor

Commonwealth Games
Mixed team	MedalSilver | 2022 | Birmingham
Women's doubles	MedalBronze | 2022 | Birmingham

South Asian Games
Women's team 	MedalGold | 2019 | Kathmandu
Women's singles 	MedalSilver | 2019 | Kathmandu

"	Neutral	
1003	Determine the number of instances where Elijah Winnington won a medal of a different color than the previous iteration of the same event.	2	Elijah Winnington		"Elijah Winnington

Personal Information
Coach
Dean Boxall	

Birth Date
2000-5-5	

Birth Place
Gold Coast, Queensland	

Height

Weight

Country Representing: AUS
Olympic Games
4x200 m freestyle	MedalBronze | 2020 | SOG

World Championships (LC)
400 m freestyle	MedalGold | 2022 | Budapest, MedalSilver | 2024 | Doha
4x200 m freestyle	MedalSilver | 2022 | Budapest, MedalBronze | 2023 | Fukuoka
800 m freestyle	MedalSilver | 2024 | Doha

Commonwealth Games
4x200 m freestyle	MedalGold | 2018 | Gold Coast, MedalGold | 2022 | Birmingham
400 m freestyle	MedalGold | 2022 | Birmingham
4x100 m freestyle	MedalGold | 2022 | Birmingham
200 m freestyle	MedalBronze | 2022 | Birmingham

World Junior Championships
200 m freestyle	MedalBronze | 2017 | Indianapolis
4x100 m freestyle	MedalBronze | 2017 | Indianapolis
4x100 m medley	MedalBronze | 2017 | Indianapolis

Junior Pan Pacific Championships
4x200 m freestyle	MedalGold | 2016 | Maui
4x100 m freestyle	MedalSilver | 2016 | Maui

"		1003.0
30	In which year did Cathrine Laudrup-Dufour win his/her first Bronze Medals in the Individual freestyle dressage World Championships?	Cathrine Laudrup-Dufour has not won any Bronze Medals in Individual freestyle dressage World Championships	Cathrine Laudrup-Dufour	Dressage	"Cathrine Laudrup-Dufour

Personal Information
Birth Date
1992-1-2	

Birth Place
Hvalsø	

Height

Weight

Coach
Princess Nathalie of Sayn-Wittgenstein-Berleburg	

Country Representing: DEN
World Championships
Team dressage	MedalGold | 2022 | Herning
Individual special dressage	MedalSilver | 2022 | Herning
Individual freestyle dressage	MedalSilver | 2022 | Herning

European Championships
Team dressage	MedalSilver | 2017 | Gothenburg, MedalBronze | 2021 | Hagen
Freestyle dressage	MedalSilver | 2021 | Hagen, MedalBronze | 2017 | Gothenburg
Special dressage	MedalBronze | 2017 | Gothenburg, MedalBronze | 2019 | Rotterdam, MedalBronze | 2021 | Hagen

World Cup
Individual dressage	MedalSilver | 2022 | Leipzig

"	Neutral	
1001	Count the different events in which Yuki Fukushima improved his medal color in any later iterations of any tournament, including non-consecutive cycles	2	Yuki Fukushima		"Yuki Fukushima

Personal Information
Birth Date
1993-5-6	

Birth Place
Yatsushiro	

Height
1.64 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking
with 	

Country Representing: JPN
World Championships
Women's doubles	MedalSilver | 2017 | Glasgow, MedalSilver | 2018 | Nanjing, MedalSilver | 2019 | Basel

Sudirman Cup
Mixed team 	MedalSilver | 2019 | Nanning, MedalBronze | 2023 | Suzhou

Uber Cup
Women's team 	MedalGold | 2018 | Bangkok, MedalSilver | 2020 | Aarhus, MedalBronze | 2022 | Bangkok

Asian Games
Women's team	MedalGold | 2018 | Jakarta, MedalBronze | 2022 | Hangzhou
Women's doubles	MedalBronze | 2018 | Jakarta, MedalBronze | 2022 | Hangzhou

Asian Championships
Women's doubles 	MedalGold | 2018 | Wuhan, MedalGold | 2023 | Dubai, MedalBronze | 2019 | Wuhan, MedalBronze | 2022 | Manila

Asia Team Championships
Women's team 	MedalGold | 2018 | Alor Setar, MedalGold | 2020 | Manila

"		58.0
13	How many International Bronze Medals did Emmanuel Lebesson win throughout his/her career?	4	Emmanuel Lebesson	TableTennis	"Emmanuel Lebesson

Personal Information
Birth Date
1988-4-24	

Birth Place
Niort	

Height
180 cm	

Country Representing: FRA
European Championships
Singles	MedalGold | 2016 | Budapest
Mixed doubles	MedalGold | 2022 | Munich, MedalBronze | 2020 | Warsaw
Team	MedalBronze | 2015 | Yekaterinburg, MedalBronze | 2017 | Luxembourg City, MedalBronze | 2019 | Nantes

"	Neutral	
32	Has Trenton Julian ever won a Silver Medals in the World Championships (LC)?	Yes	Trenton Julian	Swimming	"Trenton Julian

Personal Information
Birth Date
1998-12-9	

Birth Place
Los Angeles	

Height

Weight
165  lb	

Coach
Jeff Julian	

Country Representing: USA
World Championships (LC)
4x200 m freestyle	MedalGold | 2022 | Budapest
4x100 m medley	MedalSilver | 2022 | Budapest

World Championships (SC)
4x200 m freestyle	MedalGold | 2021 | Abu Dhabi, MedalGold | 2022 | Melbourne
4x50 m medley	MedalGold | 2021 | Abu Dhabi, MedalSilver | 2022 | Melbourne
4x100 m medley	MedalGold | 2022 | Melbourne, MedalSilver | 2021 | Abu Dhabi
4x100 m freestyle	MedalBronze | 2022 | Melbourne

World University Games
4x200 m freestyle	MedalGold | 2019 | Naples

"	Neutral	
21	Which tournament(s) has Davidson Ezinwa won the most Gold Medals in ?	All 1995, World Junior Championships 1990	Davidson Ezinwa	Sprint	"Davidson Ezinwa

Personal Information
Birth Date
1971-11-22	

Birth Place

Height
184 cm	

Weight
82  kg	

Country Representing: NGR
Olympic Games
4x100 m relay	MedalSilver | 1992 | Barcelona

World Championships
4x100 m relay	MedalSilver | 1997 | Athens

Commonwealth Games
100 m	MedalSilver | 1990 | Auckland

All
100 m	MedalGold | 1995 | Harare

World Junior Championships
100 m	MedalGold | 1990 | Plovdiv
200 m	MedalSilver | 1990 | Plovdiv
4x100 m relay	MedalBronze | 1990 | Plovdiv

"	Neutral	
1	How many Olympic Games Silver Medals did Natalia Valeeva win ?	0	Natalia Valeeva	Archery	"Natalia Valeeva

Personal Information
Birth Date

Birth Place
Tîrnauca	

Country Representing: URS
World Indoor Championships
Individual 	MedalGold | 1991 | Oulu, MedalGold | 1995 | Birmingham, MedalSilver | 1993 | Perpignan, MedalGold | 1999 | Havana, MedalGold | 2001 | Florence, MedalGold | 2012 | Las Vegas, MedalSilver | 2009 | Rzeszów
Team 	MedalGold | 2009 | Rzeszów, MedalBronze | 2012 | Las Vegas

Country Representing: EUN
Olympic Games
Individual	MedalBronze | 1992 | Barcelona
Team	MedalBronze | 1992 | Barcelona

Country Representing: MDA
World Championships
Individual 	MedalGold | 1995 | Jakarta, MedalGold | 2007 | Leipzig
Team 	MedalGold | 1999 | Riom, MedalGold | 2011 | Turin, MedalSilver | 2001 | Beijing, MedalSilver | 2007 | Leipzig

Country Representing: ITA
European Championships
Mixed team 	MedalGold | 2010 | Rovareto, MedalGold | 2012 | Amsterdam
Team 	MedalBronze | 2010 | Rovareto

Mediterranean Games
Team	MedalGold | 2013 | Mersin
Individual	MedalBronze | 2013 | Mersin

"	Neutral	
38	In which year(s) did Lilly King win medals in the World Championships (SC) ?	2022, 2016	Lilly King	Swimming	"Lilly King

Personal Information
Birth Date
1997-2-10	

Birth Place
Evansville, Indiana	

Height

Weight
154  lb	

Country Representing: USA
Olympic Games
100 m breaststroke	MedalGold | 2016 | SOG, MedalBronze | 2020 | Tokyo
4x100 m medley	MedalGold | 2016 | Rio de Janeiro, MedalSilver | 2020 | Tokyo
200 m breaststroke	MedalSilver | 2020 | SOG

World Championships (LC)
50 m breaststroke	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju, MedalSilver | 2023 | Fukuoka
100 m breaststroke	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju
4x100 m medley	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju, MedalGold | 2022 | Budapest, MedalGold | 2023 | Fukuoka
4x100 m mixed medley	MedalGold | 2017 | Budapest, MedalGold | 2022 | Budapest, MedalSilver | 2019 | Gwangju
200 m breaststroke	MedalGold | 2022 | Budapest

World Championships (SC)
50 m breaststroke	MedalGold | 2016 | Windsor, MedalBronze | 2022 | Melbourne
4x50 m medley	MedalGold | 2016 | Windsor, MedalSilver | 2022 | Melbourne
4x100 m medley	MedalGold | 2016 | Windsor, MedalGold | 2022 | Melbourne
4x50 m mixed medley	MedalGold | 2016 | Windsor
100 m breaststroke	MedalGold | 2022 | Melbourne, MedalSilver | 2016 | Windsor
200 m breaststroke	MedalSilver | 2022 | Melbourne

Pan Pacific Championships
100 m breaststroke	MedalGold | 2018 | Tokyo
200 m breaststroke	MedalSilver | 2018 | Tokyo
4x100 m medley	MedalSilver | 2018 | Tokyo

Junior Pan Pac Championships
100 m breaststroke	MedalGold | 2014 | Maui
4x100 m medley	MedalGold | 2014 | Maui

"	Neutral	
60	How old was Martina Carraro when he/she won their first international medal ?	17	Martina Carraro	Swimming	"Martina Carraro

Personal Information
Birth Date
1993-6-21	

Birth Place
Genoa	

Height

Weight

Country Representing: ITA
World Championships (LC)
100 m breaststroke	MedalBronze | 2019 | Gwangju

World Championships (SC)
4x50 m medley	MedalSilver | 2016 | Windsor
50 m breaststroke	MedalBronze | 2018 | Hangzhou
4x100 m medley	MedalBronze | 2018 | Hangzhou

European Championships (LC)
4x100 m medley	MedalSilver | 2016 | London, MedalBronze | 2020 | Budapest
4x100 m mixed medley	MedalSilver | 2016 | London
200 m breaststroke	MedalSilver | 2022 | Rome
100 m breaststroke	MedalBronze | 2020 | Budapest

European Championships (SC)
100 m breaststroke	MedalGold | 2019 | Glasgow
50 m breaststroke	MedalSilver | 2019 | Glasgow
200 m breaststroke	MedalBronze | 2019 | Glasgow
4x50 m medley	MedalBronze | 2015 | Netanya

Youth level

Summer Youth Olympics
50 m breaststroke	MedalSilver | 2010 | Singapore

"	Neutral	
19	Which city did Steffen Peters win his/her first International Silver Medals ?	Tryon	Steffen Peters	Dressage	"Steffen Peters

Personal Information
Birth Date
1964-9-18	

Birth Place
Wesel	

Country Representing: USA
Olympic Games
Team dressage	MedalSilver | 2020 | Tokyo, MedalBronze | 1996 | Atlanta, MedalBronze | 2016 | Rio de Janeiro

World Championships
Team dressage 	MedalSilver | 2018 | Tryon, MedalBronze | 2006 | Aachen
Spécial dressage 	MedalBronze | 2010 | Kentucky
Freestyle dressage 	MedalBronze | 2010 | Kentucky

World Cup
Individual dressage	MedalGold | 2009 | Las Vegas, MedalBronze | 2007 | Las Vegas

Pan American Games
Individual dressage	MedalGold | 2011 | Guadalajara, MedalGold | 2015 | Toronto
Team dressage	MedalGold | 2011 | Guadalajara, MedalGold | 2015 | Toronto

"	Neutral	
75	In which format did Sharath Kamal win his/her first International medal ?	Men's singles, Men's team	Sharath Kamal	TableTennis	"Sharath Kamal

Personal Information
Birth Date
1982-07-12	

Birth Place
Chennai, Tamil Nadu	

Height

Weight
82 kg	

Country Representing: IND
Commonwealth Games
Men's singles	MedalGold | 2006 | Melbourne, MedalGold | 2022 | Birmingham, MedalBronze | 2010 | Delhi, MedalBronze | 2018 | Gold Coast
Men's team	MedalGold | 2006 | Melbourne, MedalGold | 2018 | Gold Coast, MedalGold | 2022 | Birmingham, MedalBronze | 2010 | Delhi
Men's doubles	MedalGold | 2010 | Delhi, MedalSilver | 2014 | Glasgow, MedalSilver | 2018 | Gold Coast, MedalSilver | 2022 | Birmingham
Mixed doubles	MedalGold | 2022 | Birmingham

Asian Games
Men's team	MedalBronze | 2018 | Jakarta
Mixed doubles	MedalBronze | 2018 | Jakarta

Asian Championships
Men's team	MedalBronze | 2021 | Doha, MedalBronze | 2023 | Pyeongchang
Men's doubles	MedalBronze | 2021 | Doha

"	Neutral	
3	List all the formats in which Feryal Abdelaziz has won medals in ?	Kumite , Team kumite, Kumite 68 kg, Kumite 68 kg	Feryal Abdelaziz	Karate	"Feryal Abdelaziz

Personal Information
Birth Date
1999-2-16	

Birth Place
Cairo	

Years Active

Height

Weight

Coach
	

Country Representing: EGY
Olympic Games
Kumite 	MedalGold | 2020 | Tokyo

World Championships
Team kumite	MedalGold | 2021 | Dubai, MedalBronze | 2018 | Madrid

African Games
Kumite 68 kg 	MedalSilver | 2019 | Rabat

Mediterranean Games
Kumite 68 kg	MedalGold | 2022 | Oran

"	Neutral	
74	How many times did Lydia Jacoby win an International medal in the World Championships (LC) before  2023  ?	0	Lydia Jacoby	Swimming	"Lydia Jacoby

Personal Information
Birth Date

Birth Place
Anchorage, Alaska	

Country Representing: USA
Olympic Games
100 m breaststroke	MedalGold | 2020 | SOG
4x100 m medley	MedalSilver | 2020 | Tokyo

World Championships (LC)
4x100 m medley	MedalGold | 2023 | Fukuoka
100 m breaststroke	MedalBronze | 2023 | Fukuoka

World Championships (SC)
4x50 m medley	MedalSilver | 2021 | Abu Dhabi

Swimming World Cup
50 m breaststroke	MedalSilver | 2021 | Berlin, MedalSilver | 2021 | Budapest
100 m breaststroke	MedalSilver | 2021 | Budapest, MedalBronze | 2021 | Berlin

U
100 m breaststroke	MedalSilver | 2020 | Virtual

"	Neutral	
19	Which city did Mark Lamsfuß win his/her first International Gold Medals ?	Madrid	Mark Lamsfuß	Badminton	"Mark Lamsfuß

Personal Information
Birth Date
1994-4-19	

Birth Place
Wipperfürth	

Height
1.86 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: GER
World Championships
Mixed doubles	MedalBronze | 2022 | Tokyo

European Championships
Men's doubles 	MedalGold | 2022 | Madrid, MedalSilver | 2021 | Kyiv
Mixed doubles 	MedalGold | 2022 | Madrid, MedalBronze | 2018 | Huelva, MedalBronze | 2021 | Kyiv

European Mixed Team Championships
Mixed team 	MedalSilver | 2019 | Copenhagen, MedalBronze | 2017 | Lubin, MedalBronze | 2021 | Vantaa, MedalBronze | 2023 | Aire

European Men
Men's team 	MedalBronze | 2016 | Kazan, MedalBronze | 2018 | Kazan, MedalBronze | 2024 | Łódź

European Junior Championships
Mixed doubles 	MedalBronze | 2013 | Ankara
Mixed team 	MedalBronze | 2013 | Ankara

"	Neutral	
43	In Which city has Benedetta Pilato won the most international medals ?	Budapest	Benedetta Pilato	Swimming	"Benedetta Pilato

Personal Information
Birth Date
2005-1-28	

Birth Place
Taranto	

Height
1.70 m	

Weight
65  kg	

Country Representing: ITA
International podiums

World Championships (LC)
100 m breaststroke	MedalGold | 2022 | Budapest
50 m breaststroke	MedalSilver | 2019 | Gwangju, MedalSilver | 2022 | Budapest, MedalBronze | 2023 | Fukuoka, MedalBronze | 2024 | Doha

World Championships (SC)
50 m breaststroke	MedalSilver | 2021 | Abu Dhabi
4x50 m mixed medley	MedalBronze | 2021 | Abu Dhabi

European Championships (LC)
50 m breaststroke	MedalGold | 2020 | Budapest, MedalSilver | 2022 | Rome
100 m breaststroke	MedalGold | 2022 | Rome

European Championships (SC)
50 m breaststroke	MedalGold | 2019 | Glasgow, MedalSilver | 2021 | Kazan
4x50 m medley	MedalSilver | 2019 | Glasgow

Junior level

World Junior Championships
50 m breaststroke	MedalGold | 2019 | Budapest

European Junior Championships
50 m breaststroke	MedalGold | 2019 | Kazan, MedalGold | 2021 | Rome
4x100 m medley relay	MedalSilver | 2019 | Kazan

"	Neutral	
73	How many years passed between Thom Gicquel's first and most recent International medal ?	9	Thom Gicquel	Badminton	"Thom Gicquel

Personal Information
Birth Date
1999-1-12	

Birth Place
Tours	

Height
1.86 m	

Weight
81  kg	

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: FRA
European Games
Mixed doubles	MedalSilver | 2023 | Kraków, MedalBronze | 2019 | Minsk

European Championships
Mixed doubles 	MedalGold | 2024 | Saarbrücken, MedalSilver | 2022 | Madrid

European Men
Men's team 	MedalSilver | 2024 | Łódź, MedalBronze | 2018 | Kazan, MedalBronze | 2020 | Liévin

European Mixed Team Championships
Mixed team 	MedalSilver | 2021 | Vantaa, MedalSilver | 2023 | Aire

Mediterranean Games
Men's doubles 	MedalGold | 2018 | Tarragona

European Junior Championships
Boys' doubles 	MedalGold | 2017 | Mulhouse
Mixed team 	MedalGold | 2017 | Mulhouse, MedalBronze | 2015 | Lubin

"	Neutral	
